model,fw_ver,fw_url,rel_date,fsize,sha1,md5
DGS-1100-05,R1.10.014,https://www.dlink-jp.com/wp-content/uploads/2013/07/DGS-1100-05-A1_FW_R1.10.014.zip,2015-06-05 00:00:00,611598,d4871d85e56e3fa5f9ab6e26308d5b78949d2613,1d9145a963d2a0dafe96ca244c152a00
DGS-1100-16,R1.01.B019,https://www.dlink-jp.com/wp-content/uploads/2015/04/DGS-1100_B1B2_R1.01.B0191.zip,2016-04-01 00:00:00,1066188,0e4e8b7e55caeb2cdafe01de9efb200f3a794ce2,cbfb0fa9e11bac8e0f50ba69b4f0ea5b
DGS-1100-24,R1.00.B016,https://www.dlink-jp.com/wp-content/uploads/2015/04/DGS-1100-16_24_FW_R1.00.B0161.zip,2015-06-19 00:00:00,1121480,b1f52ac4d007b71906dc314bd942cf3499991bd0,47a6fde3ee350e18317f5cbd6713da9b
DGS-1100-08P,R1.10.027,https://www.dlink-jp.com/wp-content/uploads/2011/03/DGS-1100-08P_R1.10.027.zip,2016-05-30 00:00:00,439424,58662629284394963972a9e5468aa00e2631cd66,e7c8ba80d9d07fbb9d5f75b8eba06191
DGS-1100-08,R1.10B038,https://www.dlink-jp.com/wp-content/uploads/2012/08/DGS-1100-08-A1_FW_V1_10_B038_033A.zip,2016-01-18 00:00:00,463191,01d888dcdd7e9881777a6d9403b6f114a1934233,0e1d51bb6326b79b157436bb2525131d
DGS-1100-08,R1.10.B017,https://www.dlink-jp.com/wp-content/uploads/2012/08/DGS-1100-08_FW_R1.10.B017.zip,2014-07-18 00:00:00,620884,010114632f6e769319a94e684d73e51d47e3bfff,7b9794b729157daf96bba8e280d3000e
DGS-1100-08P,R1.10B026,https://www.dlink-jp.com/wp-content/uploads/2011/03/DGS-1100-08P_A1_FW_V1_10_B026_382B.zip,2016-01-16 00:00:00,465610,f668d19035efb7c72feb14d7acf4df46eeef66f5,2f005796d71a5291b5f5dd5d59af6e96
DGS-1100-24,R1.01.B019,https://www.dlink-jp.com/wp-content/uploads/2015/04/DGS-1100_B1B2_R1.01.B019.zip,2016-04-01 00:00:00,1066188,0e4e8b7e55caeb2cdafe01de9efb200f3a794ce2,cbfb0fa9e11bac8e0f50ba69b4f0ea5b
DGS-1100-08P,R1.10.021,https://www.dlink-jp.com/wp-content/uploads/2011/03/DGS-1100-08P_FW_R1.10.021.zip,2015-05-15 00:00:00,583235,7a2ac55a66023e5df01319d5c91cf1ed83162fb8,74442e435f79dab486fdc858b9854a0c
DGS-1210-28P,R4.00.B043,https://www.dlink-jp.com/wp-content/uploads/2014/03/DGS-1210-28P_FW_R4.00B043.zip,2014-06-10 00:00:00,12936940,27edd3b11407b0c85890f7153ab47ff663620b54,f4bd61d49df8294ec1e0b68928a69c7d
DES-3200-28/T,R4.04.B005,https://www.dlink-jp.com/wp-content/uploads/files/DES3200_RUNTIME_V4.04.B005.zip,2013-07-29 00:00:00,6394160,44457ead01c20365c4c7021d714cd43ee4fc8eb9,389a23c60663cbd32c34854963b39a6a
DES-3200-10/T,R4.04.B005,https://www.dlink-jp.com/wp-content/uploads/files/DES3200_RUNTIME_V4.04.B005.zip,2013-07-29 00:00:00,6394160,44457ead01c20365c4c7021d714cd43ee4fc8eb9,389a23c60663cbd32c34854963b39a6a
DES-3200-28/T,R4.04.004,https://www.dlink-jp.com/wp-content/uploads/2013/09/DES-3200_SERIES_FW_V4.04.0041.zip,2013-03-25 00:00:00,6435144,cce3c0923db189a045f9f00a29422a1e8018e2e0,1017f73d32aeec015d9d104a4fc51b02
DES-3200-28P,R4.04.004,https://www.dlink-jp.com/wp-content/uploads/2012/06/DES-3200_SERIES_FW_V4.04.004.zip,2013-03-25 00:00:00,6435144,cce3c0923db189a045f9f00a29422a1e8018e2e0,1017f73d32aeec015d9d104a4fc51b02
DES-3200-28P,R4.04.B005,https://www.dlink-jp.com/wp-content/uploads/files/DES3200_RUNTIME_V4.04.B005.zip,2013-07-29 00:00:00,6394160,44457ead01c20365c4c7021d714cd43ee4fc8eb9,389a23c60663cbd32c34854963b39a6a
DES-3200-10/T,R4.04.004,https://www.dlink-jp.com/wp-content/uploads/files/DES-3200_SERIES_FW_V4.04.004.zip,2013-03-25 00:00:00,6435144,cce3c0923db189a045f9f00a29422a1e8018e2e0,1017f73d32aeec015d9d104a4fc51b02
DES-3200-26/T,R4.04.004,https://www.dlink-jp.com/wp-content/uploads/2013/09/DES-3200_SERIES_FW_V4.04.0042.zip,2013-03-25 00:00:00,6435144,cce3c0923db189a045f9f00a29422a1e8018e2e0,1017f73d32aeec015d9d104a4fc51b02
DES-3200-18/T,R4.04.B005,https://www.dlink-jp.com/wp-content/uploads/files/DES3200_RUNTIME_V4.04.B005.zip,2013-07-29 00:00:00,6394160,44457ead01c20365c4c7021d714cd43ee4fc8eb9,389a23c60663cbd32c34854963b39a6a
DES-1210-28P,R4.10.004,https://www.dlink-jp.com/wp-content/uploads/2015/10/DES-1210-28P_FW_V4.10.004.zip,2016-03-14 00:00:00,7562699,180737c2ebe5cf4c3c7892e0b88d4153dd28d985,e2616a7d8466f29e5c237ca7c91251d1
DES-3200-26/T,R4.04.B005,https://www.dlink-jp.com/wp-content/uploads/files/DES3200_RUNTIME_V4.04.B005.zip,2013-07-29 00:00:00,6394160,44457ead01c20365c4c7021d714cd43ee4fc8eb9,389a23c60663cbd32c34854963b39a6a
DES-1210-28,R4.10.004,https://www.dlink-jp.com/wp-content/uploads/2015/06/DES-1210-28_FW_v4.10.004.zip,2016-03-14 00:00:00,7496326,a94e69c91edfab4cebf9b9bc349bc85968278b8e,798f90f8c4ba608329e245e921cacb01
DES-3200-18/T,R4.04.004,https://www.dlink-jp.com/wp-content/uploads/files/DES-3200_SERIES_FW_V4.04.004.zip,2013-03-25 00:00:00,6435144,cce3c0923db189a045f9f00a29422a1e8018e2e0,1017f73d32aeec015d9d104a4fc51b02
DES-3200-52P,R4.04.B005,https://www.dlink-jp.com/wp-content/uploads/files/DES3200_RUNTIME_V4.04.B005.zip,2013-07-29 00:00:00,6394160,44457ead01c20365c4c7021d714cd43ee4fc8eb9,389a23c60663cbd32c34854963b39a6a
DES-3200-52/T,R4.04.004,https://www.dlink-jp.com/wp-content/uploads/2013/09/DES-3200_SERIES_FW_V4.04.004.zip,2013-03-25 00:00:00,6435144,cce3c0923db189a045f9f00a29422a1e8018e2e0,1017f73d32aeec015d9d104a4fc51b02
DES-3200-52/T,R4.04.B005,https://www.dlink-jp.com/wp-content/uploads/2013/09/DES3200_RUNTIME_V4.04.B005.zip,2013-07-29 00:00:00,6394160,44457ead01c20365c4c7021d714cd43ee4fc8eb9,389a23c60663cbd32c34854963b39a6a
DES-3200-52P,R4.04.004,https://www.dlink-jp.com/wp-content/uploads/2012/06/DES-3200_SERIES_FW_V4.04.0041.zip,2013-03-25 00:00:00,6435144,cce3c0923db189a045f9f00a29422a1e8018e2e0,1017f73d32aeec015d9d104a4fc51b02
DES-1100-16,R1.00.B024,https://www.dlink-jp.com/wp-content/uploads/2011/01/DES-1100-24_16_V1.00.B024.zip,2013-12-05 00:00:00,957709,74c4a39dcc711786129534f39fb9f31df12a5f62,7a06d2366322584280962baef17dbf43
DES-1100-16,R1.00.B026,https://www.dlink-jp.com/wp-content/uploads/2011/01/DES-1100-16_24_FW_R1.00.B026.zip,2014-11-28 00:00:00,960172,35e125b84ff7ef9e316f7d2db61b4f67741b0c4b,7a6260a57184d806730ef5b8cd4c3117
DES-1100-16,R1.00.B025,https://www.dlink-jp.com/wp-content/uploads/2011/01/DES-1100-24_16_FW_V1.00.B025.zip,2014-07-14 00:00:00,944523,cac6d3b84c8383640c571124c70802a5ef333b72,fa0e6d9a8c6c1d36ea3d90242b41036b
DES-1210-08P,R3.12.B023,https://www.dlink-jp.com/wp-content/uploads/2013/02/DES-1210-08P_B1_FW_R3.12.B023.zip,2014-12-11 00:00:00,11653680,a69106cdcacd269bbd3c91efbc86ad62d39149d2,59dd83a34b7a8c4eb7c2738aa7671605
DES-1100-24,R1.00.B026,https://www.dlink-jp.com/wp-content/uploads/2011/01/DES-1100-16_24_FW_R1.00.B0261.zip,2014-11-28 00:00:00,960172,35e125b84ff7ef9e316f7d2db61b4f67741b0c4b,7a6260a57184d806730ef5b8cd4c3117
DES-1210-52,R4.10.004,https://www.dlink-jp.com/wp-content/uploads/2015/04/DES-1210-52_FW_v4.10.004.zip,2016-03-14 00:00:00,7526912,852c7779e002efbeebc43220f76cc35970e1b0cd,d1f767f91cfdf4d7a4a2af3b5aa95cd4
DES-1100-24,R1.00.B024,https://www.dlink-jp.com/wp-content/uploads/2011/01/DES-1100-24_16_V1.00.B0241.zip,2013-12-05 00:00:00,957709,74c4a39dcc711786129534f39fb9f31df12a5f62,7a06d2366322584280962baef17dbf43
DES-1100-24,R1.00.B025,https://www.dlink-jp.com/wp-content/uploads/2011/01/DES-1100-24_16_FW_V1.00.B0251.zip,2014-07-14 00:00:00,944523,cac6d3b84c8383640c571124c70802a5ef333b72,fa0e6d9a8c6c1d36ea3d90242b41036b
DWS-3160-24PC,R4.3.1.3,https://www.dlink-jp.com/wp-content/uploads/2012/09/DWS-3160_FW_R4.3.1.3-1.zip,2014-07-24 00:00:00,8423856,55a159bf62387ccc5f89794571cdbd528c594004,2b309540579c7da6e04cd64529e985c5
DWS-3160-24TC,R4.3.1.3,https://www.dlink-jp.com/wp-content/uploads/2012/09/DWS-3160_FW_R4.3.1.3.zip,2014-07-24 00:00:00,8423856,55a159bf62387ccc5f89794571cdbd528c594004,2b309540579c7da6e04cd64529e985c5
